Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (hh:mm),Trip Duration (in mins),Trip Date,Request Time,Day Of Week,Is Weekend,Trip Completed,Driver Assigned,Trip Request Time Slot
697,City,251,Trip Completed,11-07-2016 13:56,11-07-2016 14:54,00:58,58,11-07-2016,1:56 PM,Monday,No,Yes,Yes,Afternoon
2591,City,251,Trip Completed,12-07-2016 21:49,12-07-2016 22:57,01:08,68,12-07-2016,9:49 PM,Tuesday,No,Yes,Yes,Late Night
3009,Airport,251,Trip Completed,13-07-2016 07:21,13-07-2016 08:21,00:59,60,13-07-2016,7:21 AM,Wednesday,No,Yes,Yes,Morning
3281,City,251,Trip Completed,13-07-2016 10:45,13-07-2016 11:17,00:31,32,13-07-2016,10:45 AM,Wednesday,No,Yes,Yes,Morning
3323,Airport,251,Trip Completed,13-07-2016 12:29,13-07-2016 13:31,01:02,63,13-07-2016,12:29 PM,Wednesday,No,Yes,Yes,Afternoon
3872,City,251,Trip Completed,13-07-2016 21:51,13-07-2016 22:54,01:03,63,13-07-2016,9:51 PM,Wednesday,No,Yes,Yes,Late Night
4288,City,251,Trip Completed,14-07-2016 06:35,14-07-2016 07:14,00:38,39,14-07-2016,6:35 AM,Thursday,No,Yes,Yes,Morning
5145,City,251,Trip Completed,14-07-2016 20:19,14-07-2016 21:24,01:04,64,14-07-2016,8:19 PM,Thursday,No,Yes,Yes,Evening
5586,City,251,Trip Completed,15-07-2016 05:56,15-07-2016 06:33,00:36,36,15-07-2016,5:56 AM,Friday,No,Yes,Yes,Night
6000,Airport,251,Trip Completed,15-07-2016 12:04,15-07-2016 12:35,00:31,31,15-07-2016,12:04 PM,Friday,No,Yes,Yes,Afternoon
6488,City,251,Trip Completed,15-07-2016 20:24,15-07-2016 21:27,01:02,62,15-07-2016,8:24 PM,Friday,No,Yes,Yes,Evening
6757,Airport,251,Trip Completed,15-07-2016 23:59,16-07-2016 00:30,00:30,30,15-07-2016,11:59 PM,Friday,No,Yes,Yes,Late Night
183,City,252,Trip Completed,11-07-2016 05:49,11-07-2016 06:29,00:40,40,11-07-2016,5:49 AM,Monday,No,Yes,Yes,Night
1210,Airport,252,Trip Completed,11-07-2016 21:24,11-07-2016 22:33,01:09,69,11-07-2016,9:24 PM,Monday,No,Yes,Yes,Late Night
1382,City,252,Trip Completed,12-07-2016 01:03,12-07-2016 01:38,00:35,35,12-07-2016,1:03 AM,Tuesday,No,Yes,Yes,Night
1899,City,252,Trip Completed,12-07-2016 10:26,12-07-2016 11:32,01:06,66,12-07-2016,10:26 AM,Tuesday,No,Yes,Yes,Morning
3369,City,252,Trip Completed,13-07-2016 13:55,13-07-2016 14:46,00:51,51,13-07-2016,1:55 PM,Wednesday,No,Yes,Yes,Afternoon
4498,City,252,Trip Completed,14-07-2016 09:08,14-07-2016 09:56,00:47,48,14-07-2016,9:08 AM,Thursday,No,Yes,Yes,Morning
5947,Airport,252,Trip Completed,15-07-2016 10:33,15-07-2016 11:19,00:46,46,15-07-2016,10:33 AM,Friday,No,Yes,Yes,Morning
6141,Airport,252,Trip Completed,15-07-2016 15:53,15-07-2016 16:27,00:34,34,15-07-2016,3:53 PM,Friday,No,Yes,Yes,Afternoon
382,City,253,Trip Completed,11-07-2016 08:17,11-07-2016 09:11,00:54,54,11-07-2016,8:17 AM,Monday,No,Yes,Yes,Morning
2035,City,253,Trip Completed,12-07-2016 14:15,12-07-2016 15:06,00:51,51,12-07-2016,2:15 PM,Tuesday,No,Yes,Yes,Afternoon
2762,Airport,253,Trip Completed,13-07-2016 03:55,13-07-2016 04:42,00:46,46,13-07-2016,3:55 AM,Wednesday,No,Yes,Yes,Night
2857,City,253,Trip Completed,13-07-2016 05:35,13-07-2016 06:24,00:49,49,13-07-2016,5:35 AM,Wednesday,No,Yes,Yes,Night
3236,City,253,Trip Completed,13-07-2016 10:08,13-07-2016 11:13,01:05,66,13-07-2016,10:08 AM,Wednesday,No,Yes,Yes,Morning
5056,Airport,253,Trip Completed,14-07-2016 19:26,14-07-2016 19:55,00:29,30,14-07-2016,7:26 PM,Thursday,No,Yes,Yes,Evening
6221,City,253,Trip Completed,15-07-2016 17:35,15-07-2016 18:14,00:38,39,15-07-2016,5:35 PM,Friday,No,Yes,Yes,Evening
329,Airport,254,Trip Completed,11-07-2016 07:42,11-07-2016 08:49,01:07,67,11-07-2016,7:42 AM,Monday,No,Yes,Yes,Morning
465,City,254,Trip Completed,11-07-2016 09:15,11-07-2016 09:55,00:40,40,11-07-2016,9:15 AM,Monday,No,Yes,Yes,Morning
650,City,254,Trip Completed,11-07-2016 12:42,11-07-2016 13:56,01:14,74,11-07-2016,12:42 PM,Monday,No,Yes,Yes,Afternoon
900,Airport,254,Trip Completed,11-07-2016 18:13,11-07-2016 18:51,00:38,38,11-07-2016,6:13 PM,Monday,No,Yes,Yes,Evening
1309,City,254,Trip Completed,11-07-2016 22:40,11-07-2016 23:15,00:35,35,11-07-2016,10:40 PM,Monday,No,Yes,Yes,Late Night
2340,Airport,254,Trip Completed,12-07-2016 19:16,12-07-2016 19:48,00:32,32,12-07-2016,7:16 PM,Tuesday,No,Yes,Yes,Evening
4043,City,254,Trip Completed,14-07-2016 00:42,14-07-2016 01:51,01:08,69,14-07-2016,12:42 AM,Thursday,No,Yes,Yes,Night
4264,City,254,Trip Completed,14-07-2016 06:15,14-07-2016 06:56,00:40,41,14-07-2016,6:15 AM,Thursday,No,Yes,Yes,Morning
4788,City,254,Trip Completed,14-07-2016 16:39,14-07-2016 17:11,00:32,32,14-07-2016,4:39 PM,Thursday,No,Yes,Yes,Afternoon
6046,City,254,Trip Completed,15-07-2016 13:20,15-07-2016 14:15,00:54,54,15-07-2016,1:20 PM,Friday,No,Yes,Yes,Afternoon
6182,City,254,Trip Completed,15-07-2016 17:06,15-07-2016 18:24,01:17,78,15-07-2016,5:06 PM,Friday,No,Yes,Yes,Evening
66,City,255,Trip Completed,11-07-2016 04:21,11-07-2016 04:54,00:33,33,11-07-2016,4:21 AM,Monday,No,Yes,Yes,Night
688,Airport,255,Trip Completed,11-07-2016 13:41,11-07-2016 14:27,00:46,46,11-07-2016,1:41 PM,Monday,No,Yes,Yes,Afternoon
1924,City,255,Trip Completed,12-07-2016 11:02,12-07-2016 11:44,00:42,42,12-07-2016,11:02 AM,Tuesday,No,Yes,Yes,Morning
2463,City,255,Trip Completed,12-07-2016 20:33,12-07-2016 21:35,01:02,62,12-07-2016,8:33 PM,Tuesday,No,Yes,Yes,Evening
3679,Airport,255,Trip Completed,13-07-2016 19:30,13-07-2016 20:12,00:41,42,13-07-2016,7:30 PM,Wednesday,No,Yes,Yes,Evening
4351,Airport,255,Trip Completed,14-07-2016 07:24,14-07-2016 08:17,00:53,53,14-07-2016,7:24 AM,Thursday,No,Yes,Yes,Morning
4699,City,255,Trip Completed,14-07-2016 13:10,14-07-2016 14:15,01:05,65,14-07-2016,1:10 PM,Thursday,No,Yes,Yes,Afternoon
5313,Airport,255,Trip Completed,14-07-2016 22:02,14-07-2016 22:44,00:41,42,14-07-2016,10:02 PM,Thursday,No,Yes,Yes,Late Night
100,City,256,Trip Completed,11-07-2016 05:00,11-07-2016 05:47,00:47,47,11-07-2016,5:00 AM,Monday,No,Yes,Yes,Night
1129,Airport,256,Trip Completed,11-07-2016 20:27,11-07-2016 21:35,01:08,68,11-07-2016,8:27 PM,Monday,No,Yes,Yes,Evening
2560,City,256,Trip Completed,12-07-2016 21:29,12-07-2016 22:10,00:41,41,12-07-2016,9:29 PM,Tuesday,No,Yes,Yes,Late Night
2662,Airport,256,Trip Completed,12-07-2016 23:22,13-07-2016 00:12,00:50,51,12-07-2016,11:22 PM,Tuesday,No,Yes,Yes,Late Night
2959,Airport,256,Trip Completed,13-07-2016 06:40,13-07-2016 07:37,00:56,56,13-07-2016,6:40 AM,Wednesday,No,Yes,Yes,Morning
4747,City,256,Trip Completed,14-07-2016 15:10,14-07-2016 16:12,01:01,62,14-07-2016,3:10 PM,Thursday,No,Yes,Yes,Afternoon
5481,City,256,Trip Completed,15-07-2016 04:48,15-07-2016 05:31,00:43,43,15-07-2016,4:48 AM,Friday,No,Yes,Yes,Night
6089,City,256,Trip Completed,15-07-2016 14:36,15-07-2016 15:36,00:59,60,15-07-2016,2:36 PM,Friday,No,Yes,Yes,Afternoon
1310,City,257,Trip Completed,11-07-2016 22:45,11-07-2016 23:36,00:51,51,11-07-2016,10:45 PM,Monday,No,Yes,Yes,Late Night
1497,City,257,Trip Completed,12-07-2016 05:34,12-07-2016 06:45,01:11,71,12-07-2016,5:34 AM,Tuesday,No,Yes,Yes,Night
3154,City,257,Trip Completed,13-07-2016 09:06,13-07-2016 10:18,01:12,72,13-07-2016,9:06 AM,Wednesday,No,Yes,Yes,Morning
3263,Airport,257,Trip Completed,13-07-2016 10:21,13-07-2016 11:35,01:13,74,13-07-2016,10:21 AM,Wednesday,No,Yes,Yes,Morning
4377,City,257,Trip Completed,14-07-2016 07:46,14-07-2016 08:10,00:23,24,14-07-2016,7:46 AM,Thursday,No,Yes,Yes,Morning
6158,Airport,257,Trip Completed,15-07-2016 16:34,15-07-2016 17:50,01:15,76,15-07-2016,4:34 PM,Friday,No,Yes,Yes,Afternoon
6471,Airport,257,Trip Completed,15-07-2016 20:17,15-07-2016 21:31,01:13,74,15-07-2016,8:17 PM,Friday,No,Yes,Yes,Evening
6719,City,257,Trip Completed,15-07-2016 23:17,15-07-2016 23:49,00:31,32,15-07-2016,11:17 PM,Friday,No,Yes,Yes,Late Night
663,Airport,258,Trip Completed,11-07-2016 12:58,11-07-2016 13:50,00:52,52,11-07-2016,12:58 PM,Monday,No,Yes,Yes,Afternoon
1059,Airport,258,Trip Completed,11-07-2016 19:49,11-07-2016 21:03,01:14,74,11-07-2016,7:49 PM,Monday,No,Yes,Yes,Evening
1279,City,258,Trip Completed,11-07-2016 22:11,11-07-2016 22:36,00:25,25,11-07-2016,10:11 PM,Monday,No,Yes,Yes,Late Night
2683,City,258,Trip Completed,12-07-2016 00:11,12-07-2016 00:52,00:41,41,12-07-2016,12:11 AM,Tuesday,No,Yes,Yes,Night
1940,Airport,258,Trip Completed,12-07-2016 11:20,12-07-2016 12:37,01:17,77,12-07-2016,11:20 AM,Tuesday,No,Yes,Yes,Morning
3420,City,258,Trip Completed,13-07-2016 15:41,13-07-2016 16:19,00:38,38,13-07-2016,3:41 PM,Wednesday,No,Yes,Yes,Afternoon
3905,City,258,Trip Completed,13-07-2016 22:06,13-07-2016 22:48,00:42,43,13-07-2016,10:06 PM,Wednesday,No,Yes,Yes,Late Night
4665,City,258,Trip Completed,14-07-2016 12:21,14-07-2016 13:13,00:52,52,14-07-2016,12:21 PM,Thursday,No,Yes,Yes,Afternoon
5970,City,258,Trip Completed,15-07-2016 11:03,15-07-2016 12:00,00:57,57,15-07-2016,11:03 AM,Friday,No,Yes,Yes,Morning
6232,City,258,Trip Completed,15-07-2016 17:44,15-07-2016 18:52,01:07,67,15-07-2016,5:44 PM,Friday,No,Yes,Yes,Evening
694,City,259,Trip Completed,11-07-2016 13:46,11-07-2016 14:29,00:43,43,11-07-2016,1:46 PM,Monday,No,Yes,Yes,Afternoon
1515,City,259,Trip Completed,12-07-2016 05:45,12-07-2016 06:20,00:35,35,12-07-2016,5:45 AM,Tuesday,No,Yes,Yes,Night
1581,Airport,259,Trip Completed,12-07-2016 06:27,12-07-2016 07:27,01:00,60,12-07-2016,6:27 AM,Tuesday,No,Yes,Yes,Morning
3006,City,259,Trip Completed,13-07-2016 07:14,13-07-2016 08:29,01:14,75,13-07-2016,7:14 AM,Wednesday,No,Yes,Yes,Morning
3271,Airport,259,Trip Completed,13-07-2016 10:28,13-07-2016 11:42,01:14,75,13-07-2016,10:28 AM,Wednesday,No,Yes,Yes,Morning
4879,Airport,259,Trip Completed,14-07-2016 17:49,14-07-2016 18:35,00:46,46,14-07-2016,5:49 PM,Thursday,No,Yes,Yes,Evening
5276,City,259,Trip Completed,14-07-2016 21:35,14-07-2016 22:47,01:11,72,14-07-2016,9:35 PM,Thursday,No,Yes,Yes,Late Night
6658,Airport,259,Trip Completed,15-07-2016 22:15,15-07-2016 23:12,00:57,57,15-07-2016,10:15 PM,Friday,No,Yes,Yes,Late Night
394,Airport,260,Trip Completed,11-07-2016 08:22,11-07-2016 08:59,00:37,37,11-07-2016,8:22 AM,Monday,No,Yes,Yes,Morning
1442,Airport,260,Trip Completed,12-07-2016 04:49,12-07-2016 05:42,00:53,53,12-07-2016,4:49 AM,Tuesday,No,Yes,Yes,Night
3274,Airport,260,Trip Completed,13-07-2016 10:36,13-07-2016 11:35,00:58,58,13-07-2016,10:36 AM,Wednesday,No,Yes,Yes,Morning
5051,Airport,260,Trip Completed,14-07-2016 19:21,14-07-2016 20:14,00:52,52,14-07-2016,7:21 PM,Thursday,No,Yes,Yes,Evening
5345,Airport,260,Trip Completed,14-07-2016 22:43,14-07-2016 23:40,00:57,57,14-07-2016,10:43 PM,Thursday,No,Yes,Yes,Late Night
6499,City,260,Trip Completed,15-07-2016 20:35,15-07-2016 21:17,00:42,42,15-07-2016,8:35 PM,Friday,No,Yes,Yes,Evening
273,Airport,261,Trip Completed,11-07-2016 06:51,11-07-2016 07:55,01:04,64,11-07-2016,6:51 AM,Monday,No,Yes,Yes,Morning
794,City,261,Trip Completed,11-07-2016 17:04,11-07-2016 17:52,00:48,48,11-07-2016,5:04 PM,Monday,No,Yes,Yes,Evening
1044,City,261,Trip Completed,11-07-2016 19:35,11-07-2016 20:18,00:43,43,11-07-2016,7:35 PM,Monday,No,Yes,Yes,Evening
1629,Airport,261,Trip Completed,12-07-2016 07:04,12-07-2016 07:55,00:51,51,12-07-2016,7:04 AM,Tuesday,No,Yes,Yes,Morning
2050,Airport,261,Trip Completed,12-07-2016 14:50,12-07-2016 15:37,00:47,47,12-07-2016,2:50 PM,Tuesday,No,Yes,Yes,Afternoon
2209,City,261,Trip Completed,12-07-2016 17:55,12-07-2016 18:40,00:45,45,12-07-2016,5:55 PM,Tuesday,No,Yes,Yes,Evening
2953,City,261,Trip Completed,13-07-2016 06:39,13-07-2016 07:55,01:15,76,13-07-2016,6:39 AM,Wednesday,No,Yes,Yes,Morning
3508,City,261,Trip Completed,13-07-2016 17:41,13-07-2016 18:46,01:05,65,13-07-2016,5:41 PM,Wednesday,No,Yes,Yes,Evening
4674,City,261,Trip Completed,14-07-2016 12:37,14-07-2016 13:21,00:44,45,14-07-2016,12:37 PM,Thursday,No,Yes,Yes,Afternoon
5786,City,261,Trip Completed,15-07-2016 08:30,15-07-2016 09:32,01:01,61,15-07-2016,8:30 AM,Friday,No,Yes,Yes,Morning
6017,Airport,261,Trip Completed,15-07-2016 12:38,15-07-2016 13:49,01:11,72,15-07-2016,12:38 PM,Friday,No,Yes,Yes,Afternoon
6613,City,261,Trip Completed,15-07-2016 21:46,15-07-2016 22:26,00:39,40,15-07-2016,9:46 PM,Friday,No,Yes,Yes,Late Night
361,City,262,Trip Completed,11-07-2016 08:05,11-07-2016 08:48,00:43,43,11-07-2016,8:05 AM,Monday,No,Yes,Yes,Morning
1101,City,262,Trip Completed,11-07-2016 20:07,11-07-2016 21:01,00:54,54,11-07-2016,8:07 PM,Monday,No,Yes,Yes,Evening
1272,Airport,262,Trip Completed,11-07-2016 22:00,11-07-2016 22:56,00:56,56,11-07-2016,10:00 PM,Monday,No,Yes,Yes,Late Night
2106,City,262,Trip Completed,12-07-2016 16:14,12-07-2016 16:55,00:41,41,12-07-2016,4:14 PM,Tuesday,No,Yes,Yes,Afternoon
2584,Airport,262,Trip Completed,12-07-2016 21:43,12-07-2016 22:36,00:53,53,12-07-2016,9:43 PM,Tuesday,No,Yes,Yes,Late Night
3305,City,262,Trip Completed,13-07-2016 11:53,13-07-2016 12:50,00:57,57,13-07-2016,11:53 AM,Wednesday,No,Yes,Yes,Morning
4733,City,262,Trip Completed,14-07-2016 14:26,14-07-2016 15:21,00:55,55,14-07-2016,2:26 PM,Thursday,No,Yes,Yes,Afternoon
6124,Airport,262,Trip Completed,15-07-2016 15:30,15-07-2016 16:07,00:36,37,15-07-2016,3:30 PM,Friday,No,Yes,Yes,Afternoon
751,Airport,263,Trip Completed,11-07-2016 16:00,11-07-2016 16:33,00:33,33,11-07-2016,4:00 PM,Monday,No,Yes,Yes,Afternoon
992,City,263,Trip Completed,11-07-2016 19:00,11-07-2016 20:12,01:12,72,11-07-2016,7:00 PM,Monday,No,Yes,Yes,Evening
1247,Airport,263,Trip Completed,11-07-2016 21:51,11-07-2016 22:47,00:56,56,11-07-2016,9:51 PM,Monday,No,Yes,Yes,Late Night
1465,City,263,Trip Completed,12-07-2016 04:59,12-07-2016 06:17,01:18,78,12-07-2016,4:59 AM,Tuesday,No,Yes,Yes,Night
1686,City,263,Trip Completed,12-07-2016 07:49,12-07-2016 09:02,01:13,73,12-07-2016,7:49 AM,Tuesday,No,Yes,Yes,Morning
2642,City,263,Trip Completed,12-07-2016 22:33,12-07-2016 23:34,01:01,61,12-07-2016,10:33 PM,Tuesday,No,Yes,Yes,Late Night
2907,Airport,263,Trip Completed,13-07-2016 06:05,13-07-2016 07:11,01:06,66,13-07-2016,6:05 AM,Wednesday,No,Yes,Yes,Morning
3408,City,263,Trip Completed,13-07-2016 15:27,13-07-2016 16:17,00:50,50,13-07-2016,3:27 PM,Wednesday,No,Yes,Yes,Afternoon
4488,City,263,Trip Completed,14-07-2016 08:59,14-07-2016 09:34,00:35,36,14-07-2016,8:59 AM,Thursday,No,Yes,Yes,Morning
6470,City,263,Trip Completed,15-07-2016 20:17,15-07-2016 21:16,00:58,59,15-07-2016,8:17 PM,Friday,No,Yes,Yes,Evening
5,Airport,264,Trip Completed,11-07-2016 00:36,11-07-2016 01:35,00:59,59,11-07-2016,12:36 AM,Monday,No,Yes,Yes,Night
374,Airport,264,Trip Completed,11-07-2016 08:10,11-07-2016 09:03,00:53,53,11-07-2016,8:10 AM,Monday,No,Yes,Yes,Morning
721,City,264,Trip Completed,11-07-2016 14:56,11-07-2016 15:46,00:50,50,11-07-2016,2:56 PM,Monday,No,Yes,Yes,Afternoon
1130,City,264,Trip Completed,11-07-2016 20:27,11-07-2016 21:42,01:15,75,11-07-2016,8:27 PM,Monday,No,Yes,Yes,Evening
2449,Airport,264,Trip Completed,12-07-2016 20:26,12-07-2016 21:15,00:49,49,12-07-2016,8:26 PM,Tuesday,No,Yes,Yes,Evening
3755,Airport,264,Trip Completed,13-07-2016 20:33,13-07-2016 21:34,01:00,61,13-07-2016,8:33 PM,Wednesday,No,Yes,Yes,Evening
4521,City,264,Trip Completed,14-07-2016 09:15,14-07-2016 10:32,01:16,77,14-07-2016,9:15 AM,Thursday,No,Yes,Yes,Morning
4977,City,264,Trip Completed,14-07-2016 18:44,14-07-2016 19:24,00:39,40,14-07-2016,6:44 PM,Thursday,No,Yes,Yes,Evening
94,City,265,Trip Completed,11-07-2016 04:59,11-07-2016 05:58,00:59,59,11-07-2016,4:59 AM,Monday,No,Yes,Yes,Night
1197,City,265,Trip Completed,11-07-2016 21:11,11-07-2016 22:01,00:50,50,11-07-2016,9:11 PM,Monday,No,Yes,Yes,Late Night
1633,Airport,265,Trip Completed,12-07-2016 07:07,12-07-2016 08:07,01:00,60,12-07-2016,7:07 AM,Tuesday,No,Yes,Yes,Morning
1930,City,265,Trip Completed,12-07-2016 11:14,12-07-2016 12:13,00:59,59,12-07-2016,11:14 AM,Tuesday,No,Yes,Yes,Morning
6451,City,265,Trip Completed,15-07-2016 20:07,15-07-2016 21:05,00:58,58,15-07-2016,8:07 PM,Friday,No,Yes,Yes,Evening
389,City,266,Trip Completed,11-07-2016 08:20,11-07-2016 09:17,00:57,57,11-07-2016,8:20 AM,Monday,No,Yes,Yes,Morning
712,Airport,266,Trip Completed,11-07-2016 14:31,11-07-2016 15:01,00:30,30,11-07-2016,2:31 PM,Monday,No,Yes,Yes,Afternoon
972,Airport,266,Trip Completed,11-07-2016 18:52,11-07-2016 19:44,00:52,52,11-07-2016,6:52 PM,Monday,No,Yes,Yes,Evening
1811,City,266,Trip Completed,12-07-2016 09:14,12-07-2016 10:07,00:53,53,12-07-2016,9:14 AM,Tuesday,No,Yes,Yes,Morning
2126,City,266,Trip Completed,12-07-2016 16:52,12-07-2016 18:02,01:10,70,12-07-2016,4:52 PM,Tuesday,No,Yes,Yes,Afternoon
3383,City,266,Trip Completed,13-07-2016 14:26,13-07-2016 15:07,00:41,41,13-07-2016,2:26 PM,Wednesday,No,Yes,Yes,Afternoon
3594,City,266,Trip Completed,13-07-2016 18:31,13-07-2016 19:39,01:07,68,13-07-2016,6:31 PM,Wednesday,No,Yes,Yes,Evening
4337,City,266,Trip Completed,14-07-2016 07:10,14-07-2016 07:42,00:31,31,14-07-2016,7:10 AM,Thursday,No,Yes,Yes,Morning
4694,Airport,266,Trip Completed,14-07-2016 13:01,14-07-2016 13:38,00:36,36,14-07-2016,1:01 PM,Thursday,No,Yes,Yes,Afternoon
5891,Airport,266,Trip Completed,15-07-2016 09:37,15-07-2016 10:34,00:56,57,15-07-2016,9:37 AM,Friday,No,Yes,Yes,Morning
6035,Airport,266,Trip Completed,15-07-2016 12:59,15-07-2016 13:51,00:51,52,15-07-2016,12:59 PM,Friday,No,Yes,Yes,Afternoon
2604,City,267,Trip Completed,12-07-2016 22:05,12-07-2016 22:51,00:46,46,12-07-2016,10:05 PM,Tuesday,No,Yes,Yes,Late Night
2761,City,267,Trip Completed,13-07-2016 03:55,13-07-2016 05:06,01:11,72,13-07-2016,3:55 AM,Wednesday,No,Yes,Yes,Night
3496,Airport,267,Trip Completed,13-07-2016 17:37,13-07-2016 18:33,00:56,56,13-07-2016,5:37 PM,Wednesday,No,Yes,Yes,Evening
4950,City,267,Trip Completed,14-07-2016 18:29,14-07-2016 19:24,00:55,55,14-07-2016,6:29 PM,Thursday,No,Yes,Yes,Evening
6762,Airport,267,Trip Completed,15-07-2016 00:07,15-07-2016 00:52,00:45,45,15-07-2016,12:07 AM,Friday,No,Yes,Yes,Night
5825,Airport,267,Trip Completed,15-07-2016 08:54,15-07-2016 09:52,00:57,58,15-07-2016,8:54 AM,Friday,No,Yes,Yes,Morning
251,Airport,268,Trip Completed,11-07-2016 06:36,11-07-2016 07:08,00:32,32,11-07-2016,6:36 AM,Monday,No,Yes,Yes,Morning
618,City,268,Trip Completed,11-07-2016 12:01,11-07-2016 13:03,01:02,62,11-07-2016,12:01 PM,Monday,No,Yes,Yes,Afternoon
1595,Airport,268,Trip Completed,12-07-2016 06:34,12-07-2016 07:10,00:36,36,12-07-2016,6:34 AM,Tuesday,No,Yes,Yes,Morning
2087,Airport,268,Trip Completed,12-07-2016 15:49,12-07-2016 16:56,01:07,67,12-07-2016,3:49 PM,Tuesday,No,Yes,Yes,Afternoon
3334,Airport,268,Trip Completed,13-07-2016 12:35,13-07-2016 13:30,00:54,55,13-07-2016,12:35 PM,Wednesday,No,Yes,Yes,Afternoon
3950,City,268,Trip Completed,13-07-2016 22:41,13-07-2016 23:34,00:52,53,13-07-2016,10:41 PM,Wednesday,No,Yes,Yes,Late Night
4378,City,268,Trip Completed,14-07-2016 07:36,14-07-2016 08:22,00:45,45,14-07-2016,7:36 AM,Thursday,No,Yes,Yes,Morning
4714,City,268,Trip Completed,14-07-2016 13:30,14-07-2016 14:04,00:33,34,14-07-2016,1:30 PM,Thursday,No,Yes,Yes,Afternoon
4777,City,268,Trip Completed,14-07-2016 16:21,14-07-2016 16:52,00:31,31,14-07-2016,4:21 PM,Thursday,No,Yes,Yes,Afternoon
5619,Airport,268,Trip Completed,15-07-2016 06:30,15-07-2016 07:39,01:09,69,15-07-2016,6:30 AM,Friday,No,Yes,Yes,Morning
6649,Airport,268,Trip Completed,15-07-2016 22:07,15-07-2016 23:23,01:15,76,15-07-2016,10:07 PM,Friday,No,Yes,Yes,Late Night
596,City,269,Trip Completed,11-07-2016 11:30,11-07-2016 12:28,00:58,58,11-07-2016,11:30 AM,Monday,No,Yes,Yes,Morning
910,Airport,269,Trip Completed,11-07-2016 18:21,11-07-2016 19:01,00:40,40,11-07-2016,6:21 PM,Monday,No,Yes,Yes,Evening
1751,Airport,269,Trip Completed,12-07-2016 08:39,12-07-2016 09:29,00:50,50,12-07-2016,8:39 AM,Tuesday,No,Yes,Yes,Morning
1952,City,269,Trip Completed,12-07-2016 11:30,12-07-2016 12:21,00:51,51,12-07-2016,11:30 AM,Tuesday,No,Yes,Yes,Morning
2814,City,269,Trip Completed,13-07-2016 05:09,13-07-2016 06:08,00:58,59,13-07-2016,5:09 AM,Wednesday,No,Yes,Yes,Night
3425,City,269,Trip Completed,13-07-2016 15:52,13-07-2016 16:23,00:31,32,13-07-2016,3:52 PM,Wednesday,No,Yes,Yes,Afternoon
4525,Airport,269,Trip Completed,14-07-2016 09:27,14-07-2016 10:18,00:51,51,14-07-2016,9:27 AM,Thursday,No,Yes,Yes,Morning
4661,City,269,Trip Completed,14-07-2016 12:20,14-07-2016 12:57,00:36,36,14-07-2016,12:20 PM,Thursday,No,Yes,Yes,Afternoon
5533,City,269,Trip Completed,15-07-2016 05:20,15-07-2016 06:25,01:05,65,15-07-2016,5:20 AM,Friday,No,Yes,Yes,Night
6101,City,269,Trip Completed,15-07-2016 14:52,15-07-2016 16:03,01:11,72,15-07-2016,2:52 PM,Friday,No,Yes,Yes,Afternoon
95,Airport,270,Trip Completed,11-07-2016 04:54,11-07-2016 06:03,01:09,69,11-07-2016,4:54 AM,Monday,No,Yes,Yes,Night
944,City,270,Trip Completed,11-07-2016 18:35,11-07-2016 19:09,00:34,34,11-07-2016,6:35 PM,Monday,No,Yes,Yes,Evening
1066,Airport,270,Trip Completed,11-07-2016 19:58,11-07-2016 20:51,00:53,53,11-07-2016,7:58 PM,Monday,No,Yes,Yes,Evening
1592,City,270,Trip Completed,12-07-2016 06:37,12-07-2016 07:48,01:11,71,12-07-2016,6:37 AM,Tuesday,No,Yes,Yes,Morning
2461,Airport,270,Trip Completed,12-07-2016 20:32,12-07-2016 21:32,01:00,60,12-07-2016,8:32 PM,Tuesday,No,Yes,Yes,Evening
3039,Airport,270,Trip Completed,13-07-2016 07:34,13-07-2016 08:14,00:39,40,13-07-2016,7:34 AM,Wednesday,No,Yes,Yes,Morning
3768,City,270,Trip Completed,13-07-2016 20:39,13-07-2016 21:24,00:45,45,13-07-2016,8:39 PM,Wednesday,No,Yes,Yes,Evening
4277,City,270,Trip Completed,14-07-2016 06:22,14-07-2016 07:19,00:56,57,14-07-2016,6:22 AM,Thursday,No,Yes,Yes,Morning
4658,City,270,Trip Completed,14-07-2016 12:08,14-07-2016 13:05,00:56,57,14-07-2016,12:08 PM,Thursday,No,Yes,Yes,Afternoon
6111,City,270,Trip Completed,15-07-2016 15:03,15-07-2016 16:15,01:12,72,15-07-2016,3:03 PM,Friday,No,Yes,Yes,Afternoon
559,City,271,Trip Completed,11-07-2016 10:14,11-07-2016 11:03,00:49,49,11-07-2016,10:14 AM,Monday,No,Yes,Yes,Morning
860,City,271,Trip Completed,11-07-2016 17:56,11-07-2016 18:39,00:43,43,11-07-2016,5:56 PM,Monday,No,Yes,Yes,Evening
1724,City,271,Trip Completed,12-07-2016 08:19,12-07-2016 09:27,01:08,68,12-07-2016,8:19 AM,Tuesday,No,Yes,Yes,Morning
4409,City,271,Trip Completed,14-07-2016 08:10,14-07-2016 09:17,01:06,67,14-07-2016,8:10 AM,Thursday,No,Yes,Yes,Morning
5534,City,271,Trip Completed,15-07-2016 05:20,15-07-2016 05:54,00:34,34,15-07-2016,5:20 AM,Friday,No,Yes,Yes,Night
